epoch,accuracy,val_accuracy,loss,val_loss
1,0.1223333328962326,0.2011999934911728,3.3656664286740123,2.9096744060516357
2,0.30691665410995483,0.3440000116825104,2.089348665275611,1.7689441442489624
3,0.5550416707992554,0.2556000053882599,1.299245506307731,1.8097676038742065
4,0.6792500019073486,0.5108000040054321,0.8898738143655162,0.6570101380348206
5,0.7933333516120911,0.43959999084472656,0.5877931648719823,2.784846782684326
6,0.8346666693687439,0.504800021648407,0.4629160367619382,6.093077182769775
7,0.8769999742507935,0.49799999594688416,0.3412718593455793,3.8675377368927
8,0.8997083306312561,0.7531999945640564,0.2795188993779751,0.002744614379480481
9,0.921500027179718,0.46239998936653137,0.22070270835435318,0.010310987010598183
10,0.9434583187103271,0.7139999866485596,0.16333070740243444,1.566139817237854
11,0.9469583630561829,0.6467999815940857,0.153641645095369,0.3041071593761444
12,0.9568750262260437,0.646399974822998,0.1268195218141538,0.06523960828781128
13,0.9693333506584167,0.6312000155448914,0.09034396010341131,0.5422926545143127
14,0.9400416612625122,0.6991999745368958,0.1755481808239656,6.326040744781494
15,0.9798333048820496,0.6520000100135803,0.05916964455188563,2.7970283031463623
16,0.987500011920929,0.5812000036239624,0.04037113481022369,2.9497790336608887
17,0.9524166584014893,0.569599986076355,0.1443731544918021,4.6646809577941895
18,0.984375,0.6348000168800354,0.04585330943890161,0.0792723000049591
19,0.9934166669845581,0.7336000204086304,0.02108597320553495,0.27585768699645996
20,0.9915000200271606,0.6539999842643738,0.02363674989993114,0.8542349338531494
21,0.9549999833106995,0.58160001039505,0.15861297193185186,0.632204532623291
22,0.9694583415985107,0.6832000017166138,0.11061548484536891,0.0003043011238332838
23,0.9912916421890259,0.7251999974250793,0.02686123076324946,0.026608560234308243
24,0.9965833425521851,0.6119999885559082,0.010147438173071125,1.0023754835128784
25,0.9987499713897705,0.7215999960899353,0.004937967671718843,4.094226837158203
26,0.9988750219345093,0.6151999831199646,0.004042654480720387,9.586234092712402
27,0.9556249976158142,0.7268000245094299,0.16426776625586656,0.0023631793446838856
28,0.9920833110809326,0.6407999992370605,0.023922587666841678,2.245039701461792
29,0.9929166436195374,0.8127999901771545,0.02190896230123537,0.28646016120910645
30,0.996833324432373,0.6215999722480774,0.019245678030161157,0.0032195437233895063
31,0.9762916564941406,0.8011999726295471,0.11088361616910358,0.0023191056679934263
32,0.9962083101272583,0.6227999925613403,0.013125248097155586,0.5369632244110107
33,0.9982916712760925,0.7968000173568726,0.005051830342831716,1.1545422077178955
34,0.9984166622161865,0.5608000159263611,0.004503182288861892,0.0007508431444875896
35,0.9670000076293945,0.7455999851226807,0.1318652820342331,5.56443977355957
36,0.9870416522026062,0.6187999844551086,0.04633528420733682,0.010634188540279865
37,0.997083306312561,0.7251999974250793,0.008480335589585164,1.9474469423294067
38,0.9980833530426025,0.7896000146865845,0.005447758925347287,0.00628999900072813
39,0.9942083358764648,0.5623999834060669,0.01840862435308809,1.0768083333969116
40,0.9797499775886536,0.7311999797821045,0.08222244501368071,4.257270336151123
