epoch,accuracy,val_accuracy,loss,val_loss
1,0.12916666269302368,0.25360000133514404,3.326455079515775,3.024688482284546
2,0.3477500081062317,0.3163999915122986,2.0221340582550815,0.9082528948783875
3,0.5614166855812073,0.40880000591278076,1.265980334735165,0.9204807281494141
4,0.6790833473205566,0.39719998836517334,0.8929489432785582,0.41483116149902344
5,0.7673333287239075,0.5019999742507935,0.6514095859155835,0.01516958698630333
6,0.8186666369438171,0.4564000070095062,0.5172778080872377,1.4949368238449097
7,0.8619999885559082,0.5547999739646912,0.38663326701547096,0.10791940987110138
8,0.8852499723434448,0.6823999881744385,0.3235987912674015,0.01762223429977894
9,0.9103749990463257,0.524399995803833,0.24712747763821122,0.7444994449615479
10,0.9233333468437195,0.7351999878883362,0.2216330434797025,10.142014503479004
11,0.940583348274231,0.5856000185012817,0.1783338789731014,1.2738455533981323
12,0.9409166574478149,0.6887999773025513,0.17190782622169345,3.6035397052764893
13,0.9455833435058594,0.6304000020027161,0.1683143127347724,0.3454245626926422
14,0.9510833621025085,0.6488000154495239,0.14490998833860566,8.376264572143555
15,0.9592083096504211,0.6535999774932861,0.11854662765855058,0.7144351005554199
16,0.9622916579246521,0.5676000118255615,0.10657517870358811,1.2865853309631348
17,0.9650416374206543,0.7807999849319458,0.10702335222459235,1.0403344631195068
18,0.9786249995231628,0.671999990940094,0.06368962451702913,6.4710211753845215
19,0.9716249704360962,0.7404000163078308,0.0904805162398271,0.15757568180561066
20,0.9737083315849304,0.6208000183105469,0.09602608087828834,0.11447280645370483
21,0.9779583215713501,0.7343999743461609,0.07151345359088457,0.18457914888858795
22,0.9878749847412109,0.6611999869346619,0.035348825041560575,0.000702932826243341
23,0.984708309173584,0.8023999929428101,0.0549111746255034,0.051441289484500885
24,0.9929999709129333,0.5515999794006348,0.02202630568647432,2.1490821838378906
25,0.9587500095367432,0.6448000073432922,0.14480932094949348,2.0477590560913086
26,0.9738749861717224,0.6140000224113464,0.07855142764173532,3.4857287406921387
27,0.9909166693687439,0.7904000282287598,0.028946947594430603,0.0005618343711830676
28,0.9940000176429749,0.6208000183105469,0.01738326253711602,0.2046125829219818
29,0.984499990940094,0.7107999920845032,0.04887735575767411,15.550339698791504
30,0.9698333144187927,0.6592000126838684,0.10463739231455702,3.98736447095871e-05
31,0.9945833086967468,0.8151999711990356,0.016271035609171935,0.8530796766281128
32,0.9971666932106018,0.5727999806404114,0.009613342460977241,3.489874839782715
33,0.9964166879653931,0.765999972820282,0.011170704338637798,4.022274494171143
34,0.9665416479110718,0.6656000018119812,0.1270719907253992,4.955391341354698e-05
35,0.9900833368301392,0.7411999702453613,0.029222550789621,5.157134532928467
36,0.9980833530426025,0.6115999817848206,0.007986830089912871,0.005319574847817421
37,0.997083306312561,0.7324000000953674,0.009025486139972186,0.04271256923675537
38,0.9943333268165588,0.6995999813079834,0.018909352489946702,0.7824499607086182
39,0.9830416440963745,0.6516000032424927,0.057612528990316984,5.978549957275391
40,0.9937083125114441,0.7419999837875366,0.019482219125923364,0.018312295898795128
